INSERT INTO Client (email,username,name,gender,sexual_orientation, bio, description, likes, state, age, birthday) VALUES ('karaAcevedo@gmail.com', 'Kara Acevedo', 'karaAcevedo', 'F', 'W', 'This is the bio', 'This is the description', 'Running, Reading, Hiking, Watching series, Acrobatics', 'Reported', 'karaAcevedoprofilePic', 30, '1963-3-19'),
('bufordCamp@gmail.com', 'Buford Camp', 'bufordCamp', 'M', 'M', 'This is the bio', 'This is the description', 'Photography, Yoga, Dancing, Listening to music, Baseball', 'Pending', 'bufordCampprofilePic', 37, '1955-9-24'),
('philipKim@gmail.com', 'Philip Kim', 'philipKim', 'M', 'W', 'This is the bio', 'This is the description', 'Listening to podcasts, Knitting, Paintball, Fishing, Baseball', 'Pending', 'philipKimprofilePic', 22, '1991-9-1'),
('bernadineDuran@gmail.com', 'Bernadine Duran', 'bernadineDuran', 'F', 'W', 'This is the bio', 'This is the description', 'Knitting, Running, Paintball, Journaling, Baseball', 'Pending', 'bernadineDuranprofilePic', 32, '1990-10-10'),
('ezraRouse@gmail.com', 'Ezra Rouse', 'ezraRouse', 'Other', 'W', 'This is the bio', 'This is the description', 'Dancing, Bowling, Running, Yoga, Journaling', 'Accepted', 'ezraRouseprofilePic', 23, '1954-2-10'),
('lesaPerez@gmail.com', 'Lesa Perez', 'lesaPerez', 'F', 'M', 'This is the bio', 'This is the description', 'Cycling, Chess, Paintball, Running, Photography', 'Accepted', 'lesaPerezprofilePic', 35, '2000-12-4'),
('phylisBarber@gmail.com', 'Phylis Barber', 'phylisBarber', 'F', 'B', 'This is the bio', 'This is the description', 'Blogging, Bowling, Reading, Parkour, Knitting', 'Pending', 'phylisBarberprofilePic', 32, '1992-5-26'),
('benedictAyala@gmail.com', 'Benedict Ayala', 'benedictAyala', 'Other', 'M', 'This is the bio', 'This is the description', 'Blogging, Photography, Yoga, Listening to music, Parkour', 'Pending', 'benedictAyalaprofilePic', 22, '1975-1-5'),
('corneliaMelton@gmail.com', 'Cornelia Melton', 'corneliaMelton', 'F', 'B', 'This is the bio', 'This is the description', 'Cycling, Car fixing, Baseball, Blogging, Parkour', 'Pending', 'corneliaMeltonprofilePic', 25, '2003-7-27'),
('kermitHall@gmail.com', 'Kermit Hall', 'kermitHall', 'M', 'B', 'This is the bio', 'This is the description', 'Blogging, Listening to music, Photography, Dancing, Hiking', 'Reported', 'kermitHallprofilePic', 19, '1963-2-1'),
('jarredTerry@gmail.com', 'Jarred Terry', 'jarredTerry', 'M', 'M', 'This is the bio', 'This is the description', 'Watching movies, Dancing, Photography, Journaling, Paintball', 'Accepted', 'jarredTerryprofilePic', 28, '1956-6-9'),
('caridadPotts@gmail.com', 'Caridad Potts', 'caridadPotts', 'F', 'W', 'This is the bio', 'This is the description', 'Paintball, Photography, Parkour, Acrobatics, Knitting', 'Accepted', 'caridadPottsprofilePic', 22, '1990-11-17'),
('miquelMcguire@gmail.com', 'Miquel Mcguire', 'miquelMcguire', 'M', 'B', 'This is the bio', 'This is the description', 'Blogging, Fishing, Running, Reading, Chess', 'Accepted', 'miquelMcguireprofilePic', 38, '1966-11-17'),
('bradfordHunter@gmail.com', 'Bradford Hunter', 'bradfordHunter', 'M', 'M', 'This is the bio', 'This is the description', 'Acrobatics, Reading, Watching movies, Running, Knitting', 'Pending', 'bradfordHunterprofilePic', 19, '1979-3-13'),
('farrahArmstrong@gmail.com', 'Farrah Armstrong', 'farrahArmstrong', 'F', 'M', 'This is the bio', 'This is the description', 'Cycling, Reading, Acrobatics, Paintball, Bowling', 'Accepted', 'farrahArmstrongprofilePic', 23, '1958-2-17'),
('carrieDelgado@gmail.com', 'Carrie Delgado', 'carrieDelgado', 'F', 'M', 'This is the bio', 'This is the description', 'Watching movies, Car fixing, Journaling, Listening to podcasts, Running', 'Pending', 'carrieDelgadoprofilePic', 35, '1968-10-27'),
('julioSullivan@gmail.com', 'Julio Sullivan', 'julioSullivan', 'Other', 'W', 'This is the bio', 'This is the description', 'Photography, Car fixing, Bowling, Running, Listening to podcasts', 'Reported', 'julioSullivanprofilePic', 18, '1968-4-13'),
('lindseyHopper@gmail.com', 'Lindsey Hopper', 'lindseyHopper', 'Other', 'W', 'This is the bio', 'This is the description', 'Running, Acrobatics, Photography, Listening to music, Paintball', 'Pending', 'lindseyHopperprofilePic', 33, '1975-2-8'),
('myrtleOsborn@gmail.com', 'Myrtle Osborn', 'myrtleOsborn', 'F', 'M', 'This is the bio', 'This is the description', 'Watching series, Hiking, Listening to podcasts, Parkour, Bowling', 'Accepted', 'myrtleOsbornprofilePic', 25, '1962-10-5'),
('shannonStein@gmail.com', 'Shannon Stein', 'shannonStein', 'M', 'W', 'This is the bio', 'This is the description', 'Parkour, Watching series, Listening to podcasts, Listening to music, Bowling', 'Reported', 'shannonSteinprofilePic', 28, '1962-4-3'),
('norbertArmstrong@gmail.com', 'Norbert Armstrong', 'norbertArmstrong', 'M', 'W', 'This is the bio', 'This is the description', 'Listening to podcasts, Parkour, Baseball, Fishing, Running', 'Accepted', 'norbertArmstrongprofilePic', 28, '1953-4-15'),
('sammieMinor@gmail.com', 'Sammie Minor', 'sammieMinor', 'Other', 'W', 'This is the bio', 'This is the description', 'Listening to music, Hiking, Dancing, Knitting, Fishing', 'Pending', 'sammieMinorprofilePic', 27, '1955-10-3'),
('margotBender@gmail.com', 'Margot Bender', 'margotBender', 'Other', 'B', 'This is the bio', 'This is the description', 'Dancing, Running, Reading, Baseball, Bowling', 'Pending', 'margotBenderprofilePic', 27, '1996-9-22'),
('doreneContreras@gmail.com', 'Dorene Contreras', 'doreneContreras', 'F', 'B', 'This is the bio', 'This is the description', 'Hiking, Listening to podcasts, Photography, Fishing, Watching movies', 'Pending', 'doreneContrerasprofilePic', 28, '1998-5-26'),
('zenobiaDougherty@gmail.com', 'Zenobia Dougherty', 'zenobiaDougherty', 'F', 'B', 'This is the bio', 'This is the description', 'Running, Hiking, Acrobatics, Photography, Listening to music', 'Accepted', 'zenobiaDoughertyprofilePic', 36, '1979-1-10'),
('deenaKane@gmail.com', 'Deena Kane', 'deenaKane', 'F', 'M', 'This is the bio', 'This is the description', 'Baseball, Reading, Acrobatics, Paintball, Photography', 'Reported', 'deenaKaneprofilePic', 40, '2001-6-18'),
('randyBritt@gmail.com', 'Randy Britt', 'randyBritt', 'M', 'M', 'This is the bio', 'This is the description', 'Listening to podcasts, Blogging, Listening to music, Car fixing, Chess', 'Accepted', 'randyBrittprofilePic', 36, '1967-12-12'),
('joelVazquez@gmail.com', 'Joel Vazquez', 'joelVazquez', 'F', 'W', 'This is the bio', 'This is the description', 'Journaling, Hiking, Chess, Watching series, Dancing', 'Reported', 'joelVazquezprofilePic', 20, '1988-1-25'),
('micahMerrill@gmail.com', 'Micah Merrill', 'micahMerrill', 'M', 'M', 'This is the bio', 'This is the description', 'Baseball, Bowling, Cycling, Blogging, Knitting', 'Reported', 'micahMerrillprofilePic', 38, '1958-2-23'),
('tommieSampson@gmail.com', 'Tommie Sampson', 'tommieSampson', 'Other', 'B', 'This is the bio', 'This is the description', 'Photography, Acrobatics, Parkour, Dancing, Reading', 'Accepted', 'tommieSampsonprofilePic', 34, '1993-5-6'),
('judiSears@gmail.com', 'Judi Sears', 'judiSears', 'F', 'B', 'This is the bio', 'This is the description', 'Chess, Parkour, Fishing, Listening to podcasts, Running', 'Accepted', 'judiSearsprofilePic', 22, '1955-9-28'),
('herbRichmond@gmail.com', 'Herb Richmond', 'herbRichmond', 'M', 'B', 'This is the bio', 'This is the description', 'Blogging, Paintball, Car fixing, Fishing, Running', 'Reported', 'herbRichmondprofilePic', 21, '1981-6-22'),
('anibalWoods@gmail.com', 'Anibal Woods', 'anibalWoods', 'M', 'W', 'This is the bio', 'This is the description', 'Journaling, Acrobatics, Car fixing, Bowling, Watching series', 'Pending', 'anibalWoodsprofilePic', 25, '1998-5-27'),
('alishaOsborn@gmail.com', 'Alisha Osborn', 'alishaOsborn', 'F', 'W', 'This is the bio', 'This is the description', 'Watching movies, Baseball, Running, Cycling, Yoga', 'Accepted', 'alishaOsbornprofilePic', 25, '2001-3-25'),
('malindaBerg@gmail.com', 'Malinda Berg', 'malindaBerg', 'F', 'M', 'This is the bio', 'This is the description', 'Yoga, Parkour, Dancing, Listening to podcasts, Chess', 'Accepted', 'malindaBergprofilePic', 19, '1951-6-15'),
('elfriedeAllen@gmail.com', 'Elfriede Allen', 'elfriedeAllen', 'Other', 'W', 'This is the bio', 'This is the description', 'Yoga, Hiking, Fishing, Parkour, Knitting', 'Pending', 'elfriedeAllenprofilePic', 27, '1981-10-2'),
('owenQuinn@gmail.com', 'Owen Quinn', 'owenQuinn', 'M', 'W', 'This is the bio', 'This is the description', 'Dancing, Paintball, Baseball, Yoga, Bowling', 'Reported', 'owenQuinnprofilePic', 20, '1971-2-10'),
('robbieBoyle@gmail.com', 'Robbie Boyle', 'robbieBoyle', 'F', 'B', 'This is the bio', 'This is the description', 'Paintball, Hiking, Acrobatics, Chess, Fishing', 'Pending', 'robbieBoyleprofilePic', 32, '2001-8-11'),
('garryDillard@gmail.com', 'Garry Dillard', 'garryDillard', 'Other', 'W', 'This is the bio', 'This is the description', 'Car fixing, Listening to podcasts, Watching movies, Dancing, Blogging', 'Pending', 'garryDillardprofilePic', 21, '1971-5-6'),
('hectorBoyle@gmail.com', 'Hector Boyle', 'hectorBoyle', 'M', 'M', 'This is the bio', 'This is the description', 'Cycling, Fishing, Paintball, Chess, Yoga', 'Reported', 'hectorBoyleprofilePic', 37, '1997-12-16'),
('rosieCobb@gmail.com', 'Rosie Cobb', 'rosieCobb', 'F', 'B', 'This is the bio', 'This is the description', 'Blogging, Paintball, Bowling, Knitting, Journaling', 'Reported', 'rosieCobbprofilePic', 19, '1992-4-16'),
('abramCarpenter@gmail.com', 'Abram Carpenter', 'abramCarpenter', 'M', 'B', 'This is the bio', 'This is the description', 'Blogging, Baseball, Car fixing, Journaling, Dancing', 'Reported', 'abramCarpenterprofilePic', 19, '1996-2-8'),
('arnoldJohnson@gmail.com', 'Arnold Johnson', 'arnoldJohnson', 'M', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Chess, Running, Bowling, Watching series', 'Reported', 'arnoldJohnsonprofilePic', 25, '1966-4-22'),
('floranceMcfadden@gmail.com', 'Florance Mcfadden', 'floranceMcfadden', 'F', 'B', 'This is the bio', 'This is the description', 'Journaling, Chess, Watching series, Running, Dancing', 'Pending', 'floranceMcfaddenprofilePic', 24, '2003-5-10'),
('cherlyGarner@gmail.com', 'Cherly Garner', 'cherlyGarner', 'Other', 'M', 'This is the bio', 'This is the description', 'Cycling, Parkour, Yoga, Journaling, Knitting', 'Accepted', 'cherlyGarnerprofilePic', 27, '1950-7-10'),
('joshuaKnight@gmail.com', 'Joshua Knight', 'joshuaKnight', 'Other', 'W', 'This is the bio', 'This is the description', 'Knitting, Bowling, Dancing, Parkour, Cycling', 'Reported', 'joshuaKnightprofilePic', 20, '2001-3-2'),
('alejandroDay@gmail.com', 'Alejandro Day', 'alejandroDay', 'M', 'W', 'This is the bio', 'This is the description', 'Knitting, Parkour, Car fixing, Dancing, Baseball', 'Accepted', 'alejandroDayprofilePic', 29, '1982-11-9'),
('spencerGray@gmail.com', 'Spencer Gray', 'spencerGray', 'M', 'B', 'This is the bio', 'This is the description', 'Car fixing, Watching movies, Blogging, Photography, Chess', 'Reported', 'spencerGrayprofilePic', 28, '1984-10-9'),
('deangeloCamacho@gmail.com', 'Deangelo Camacho', 'deangeloCamacho', 'Other', 'B', 'This is the bio', 'This is the description', 'Journaling, Watching series, Acrobatics, Listening to music, Blogging', 'Pending', 'deangeloCamachoprofilePic', 18, '1954-12-12'),
('lillieBall@gmail.com', 'Lillie Ball', 'lillieBall', 'F', 'B', 'This is the bio', 'This is the description', 'Car fixing, Baseball, Hiking, Chess, Cycling', 'Accepted', 'lillieBallprofilePic', 26, '1968-10-1'),
('palmaSnow@gmail.com', 'Palma Snow', 'palmaSnow', 'F', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Cycling, Reading, Journaling, Fishing', 'Pending', 'palmaSnowprofilePic', 32, '1958-9-6'),
('clarenceStanton@gmail.com', 'Clarence Stanton', 'clarenceStanton', 'M', 'B', 'This is the bio', 'This is the description', 'Knitting, Photography, Acrobatics, Listening to podcasts, Watching series', 'Reported', 'clarenceStantonprofilePic', 39, '2000-8-19'),
('rolandaBurris@gmail.com', 'Rolanda Burris', 'rolandaBurris', 'F', 'M', 'This is the bio', 'This is the description', 'Paintball, Dancing, Watching series, Hiking, Watching movies', 'Accepted', 'rolandaBurrisprofilePic', 26, '1956-3-15'),
('ruebenStuart@gmail.com', 'Rueben Stuart', 'ruebenStuart', 'Other', 'B', 'This is the bio', 'This is the description', 'Bowling, Listening to podcasts, Watching series, Knitting, Acrobatics', 'Reported', 'ruebenStuartprofilePic', 27, '1997-11-4'),
('earnestineShields@gmail.com', 'Earnestine Shields', 'earnestineShields', 'Other', 'B', 'This is the bio', 'This is the description', 'Paintball, Yoga, Dancing, Watching series, Baseball', 'Pending', 'earnestineShieldsprofilePic', 31, '1980-9-7'),
('albertinaWalsh@gmail.com', 'Albertina Walsh', 'albertinaWalsh', 'Other', 'B', 'This is the bio', 'This is the description', 'Paintball, Fishing, Watching series, Chess, Knitting', 'Reported', 'albertinaWalshprofilePic', 32, '1957-4-11'),
('fondaCardenas@gmail.com', 'Fonda Cardenas', 'fondaCardenas', 'F', 'B', 'This is the bio', 'This is the description', 'Hiking, Parkour, Chess, Running, Cycling', 'Reported', 'fondaCardenasprofilePic', 23, '1988-2-24'),
('filibertoPhillips@gmail.com', 'Filiberto Phillips', 'filibertoPhillips', 'Other', 'W', 'This is the bio', 'This is the description', 'Cycling, Parkour, Paintball, Chess, Baseball', 'Pending', 'filibertoPhillipsprofilePic', 29, '1975-8-17'),
('chunAllen@gmail.com', 'Chun Allen', 'chunAllen', 'F', 'W', 'This is the bio', 'This is the description', 'Baseball, Bowling, Knitting, Paintball, Yoga', 'Reported', 'chunAllenprofilePic', 30, '1988-6-23'),
('philTrevino@gmail.com', 'Phil Trevino', 'philTrevino', 'M', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Knitting, Dancing, Watching series, Reading', 'Reported', 'philTrevinoprofilePic', 30, '1982-5-6'),
('dougAlvarado@gmail.com', 'Doug Alvarado', 'dougAlvarado', 'M', 'B', 'This is the bio', 'This is the description', 'Cycling, Fishing, Acrobatics, Yoga, Baseball', 'Pending', 'dougAlvaradoprofilePic', 30, '1991-7-19'),
('ryanNoble@gmail.com', 'Ryan Noble', 'ryanNoble', 'M', 'M', 'This is the bio', 'This is the description', 'Listening to podcasts, Dancing, Watching movies, Paintball, Yoga', 'Reported', 'ryanNobleprofilePic', 22, '1988-9-6'),
('shaniHopper@gmail.com', 'Shani Hopper', 'shaniHopper', 'Other', 'W', 'This is the bio', 'This is the description', 'Paintball, Photography, Knitting, Hiking, Watching movies', 'Pending', 'shaniHopperprofilePic', 30, '1977-3-14'),
('bradleyBurns@gmail.com', 'Bradley Burns', 'bradleyBurns', 'Other', 'M', 'This is the bio', 'This is the description', 'Running, Bowling, Yoga, Baseball, Reading', 'Pending', 'bradleyBurnsprofilePic', 31, '2001-3-26'),
('forrestTatum@gmail.com', 'Forrest Tatum', 'forrestTatum', 'M', 'B', 'This is the bio', 'This is the description', 'Listening to music, Bowling, Chess, Paintball, Listening to podcasts', 'Reported', 'forrestTatumprofilePic', 28, '2004-6-8'),
('georgiannaPotter@gmail.com', 'Georgianna Potter', 'georgiannaPotter', 'F', 'M', 'This is the bio', 'This is the description', 'Car fixing, Watching movies, Hiking, Cycling, Chess', 'Pending', 'georgiannaPotterprofilePic', 40, '1964-9-8'),
('alberthaDyer@gmail.com', 'Albertha Dyer', 'alberthaDyer', 'F', 'M', 'This is the bio', 'This is the description', 'Listening to music, Paintball, Blogging, Cycling, Watching movies', 'Reported', 'alberthaDyerprofilePic', 25, '1957-7-21'),
('jerryRichard@gmail.com', 'Jerry Richard', 'jerryRichard', 'M', 'M', 'This is the bio', 'This is the description', 'Acrobatics, Chess, Reading, Parkour, Photography', 'Reported', 'jerryRichardprofilePic', 25, '1952-6-26'),
('daraHernandez@gmail.com', 'Dara Hernandez', 'daraHernandez', 'Other', 'M', 'This is the bio', 'This is the description', 'Acrobatics, Baseball, Cycling, Dancing, Listening to podcasts', 'Pending', 'daraHernandezprofilePic', 35, '1998-1-15'),
('jolieBerger@gmail.com', 'Jolie Berger', 'jolieBerger', 'Other', 'B', 'This is the bio', 'This is the description', 'Knitting, Dancing, Parkour, Running, Chess', 'Reported', 'jolieBergerprofilePic', 29, '1977-3-4'),
('desireConner@gmail.com', 'Desire Conner', 'desireConner', 'F', 'B', 'This is the bio', 'This is the description', 'Reading, Cycling, Chess, Parkour, Fishing', 'Accepted', 'desireConnerprofilePic', 25, '1976-9-28'),
('kennethCabrera@gmail.com', 'Kenneth Cabrera', 'kennethCabrera', 'Other', 'B', 'This is the bio', 'This is the description', 'Watching movies, Dancing, Photography, Fishing, Baseball', 'Reported', 'kennethCabreraprofilePic', 36, '1992-5-15'),
('jodieJefferson@gmail.com', 'Jodie Jefferson', 'jodieJefferson', 'F', 'W', 'This is the bio', 'This is the description', 'Running, Chess, Baseball, Watching movies, Paintball', 'Pending', 'jodieJeffersonprofilePic', 39, '1982-1-14'),
('colleenCarr@gmail.com', 'Colleen Carr', 'colleenCarr', 'F', 'M', 'This is the bio', 'This is the description', 'Fishing, Reading, Hiking, Cycling, Car fixing', 'Pending', 'colleenCarrprofilePic', 26, '1994-2-20'),
('belvaCarlson@gmail.com', 'Belva Carlson', 'belvaCarlson', 'Other', 'B', 'This is the bio', 'This is the description', 'Yoga, Cycling, Watching series, Running, Knitting', 'Pending', 'belvaCarlsonprofilePic', 33, '1992-8-5'),
('rosalindCaldwell@gmail.com', 'Rosalind Caldwell', 'rosalindCaldwell', 'F', 'W', 'This is the bio', 'This is the description', 'Watching movies, Knitting, Parkour, Listening to music, Listening to podcasts', 'Reported', 'rosalindCaldwellprofilePic', 31, '1991-9-6'),
('alonzoMalone@gmail.com', 'Alonzo Malone', 'alonzoMalone', 'Other', 'B', 'This is the bio', 'This is the description', 'Watching series, Car fixing, Reading, Bowling, Listening to podcasts', 'Reported', 'alonzoMaloneprofilePic', 33, '1970-9-2'),
('marcosMccoy@gmail.com', 'Marcos Mccoy', 'marcosMccoy', 'M', 'B', 'This is the bio', 'This is the description', 'Running, Photography, Chess, Watching movies, Blogging', 'Accepted', 'marcosMccoyprofilePic', 19, '1994-10-8'),
('elbertLawson@gmail.com', 'Elbert Lawson', 'elbertLawson', 'Other', 'M', 'This is the bio', 'This is the description', 'Listening to podcasts, Bowling, Yoga, Watching movies, Car fixing', 'Accepted', 'elbertLawsonprofilePic', 29, '1957-5-8'),
('coltonFarmer@gmail.com', 'Colton Farmer', 'coltonFarmer', 'Other', 'W', 'This is the bio', 'This is the description', 'Knitting, Blogging, Hiking, Paintball, Yoga', 'Reported', 'coltonFarmerprofilePic', 23, '1963-9-26'),
('quinnWilder@gmail.com', 'Quinn Wilder', 'quinnWilder', 'M', 'B', 'This is the bio', 'This is the description', 'Chess, Watching movies, Acrobatics, Listening to music, Running', 'Reported', 'quinnWilderprofilePic', 22, '1976-1-12'),
('romaJoyner@gmail.com', 'Roma Joyner', 'romaJoyner', 'F', 'W', 'This is the bio', 'This is the description', 'Car fixing, Listening to music, Paintball, Bowling, Parkour', 'Accepted', 'romaJoynerprofilePic', 39, '1972-9-11'),
('kandyEstes@gmail.com', 'Kandy Estes', 'kandyEstes', 'F', 'W', 'This is the bio', 'This is the description', 'Fishing, Listening to music, Running, Cycling, Paintball', 'Pending', 'kandyEstesprofilePic', 38, '1982-6-14'),
('maxOneill@gmail.com', 'Max Oneill', 'maxOneill', 'Other', 'B', 'This is the bio', 'This is the description', 'Listening to music, Parkour, Fishing, Acrobatics, Car fixing', 'Accepted', 'maxOneillprofilePic', 37, '1960-9-12'),
